brand,category,collected_at,error,excluded_reason,match_score,price_krw,result_title,seed_product,seed_query,source,status,url,usable_for_baseline,volume_hint
메디힐,패드,20260614T072339Z,,,80,21930,메디힐 마데카소사이드 흔적 패드 100매,마데카소사이드 흔적 패드,메디힐 마데카소사이드 패드,danawa,200,https://prod.danawa.com/info/?pcode=89518106&keyword=%EB%A9%94%EB%94%94%ED%9E%90+%EB%A7%88%EB%8D%B0%EC%B9%B4%EC%86%8C%EC%82%AC%EC%9D%B4%EB%93%9C+%ED%8C%A8%EB%93%9C&cate=18255391,True,100매
메디힐,패드,20260614T072339Z,,,80,31850,메디힐 마데카소사이드 흔적 패드 100매,마데카소사이드 흔적 패드,메디힐 마데카소사이드 패드,danawa,200,https://prod.danawa.com/info/?pcode=20404715&keyword=%EB%A9%94%EB%94%94%ED%9E%90+%EB%A7%88%EB%8D%B0%EC%B9%B4%EC%86%8C%EC%82%AC%EC%9D%B4%EB%93%9C+%ED%8C%A8%EB%93%9C&cate=18255391,True,100매
메디힐,패드,20260614T072339Z,,,60,23700,[대용량흔적 패드 ] mediheal l 마데카소사이드 흔적 패드 리필 떠블기획 집게 포함 메디힐 네모 패드 MEDIHEAL PAD 1개 200개입,마데카소사이드 흔적 패드,메디힐 마데카소사이드 패드,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228214&cate_c4=229609&cmpny_c=TP40F&link_prod_c=I25295285026&keyword=%EB%A9%94%EB%94%94%ED%9E%90+%EB%A7%88%EB%8D%B0%EC%B9%B4%EC%86%8C%EC%82%AC%EC%9D%B4%EB%93%9C+%ED%8C%A8%EB%93%9C&r=17814218523241&cate=1833746,True,100매
메디힐,패드,20260614T072339Z,,brand_missing,20,36020,144866 MEDIHEAL KBO 콜라보/선수키링 증정 더마 토너 패드 200매 ( 마데카소사이드 /티트리/PDRN),마데카소사이드 흔적 패드,메디힐 마데카소사이드 패드,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228085&cate_c3=228493&cate_c4=0&cmpny_c=EE715&link_prod_c=F586948268&keyword=%EB%A9%94%EB%94%94%ED%9E%90+%EB%A7%88%EB%8D%B0%EC%B9%B4%EC%86%8C%EC%82%AC%EC%9D%B4%EB%93%9C+%ED%8C%A8%EB%93%9C&r=17814218526595&cate=18322871,False,100매
메디힐,패드,20260614T072339Z,,,60,34630,메디힐 마데카소사이드 흔적 패드 100 + 100(리필),마데카소사이드 흔적 패드,메디힐 마데카소사이드 패드,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228193&cate_c4=0&cmpny_c=EE715&link_prod_c=F586972755&keyword=%EB%A9%94%EB%94%94%ED%9E%90+%EB%A7%88%EB%8D%B0%EC%B9%B4%EC%86%8C%EC%82%AC%EC%9D%B4%EB%93%9C+%ED%8C%A8%EB%93%9C&r=17814218525205&cate=18255391,True,100매
메디힐,패드,20260614T072339Z,,,60,35460,메디힐 마데카소사이드 흔적 패드 100 + 100(리필),마데카소사이드 흔적 패드,메디힐 마데카소사이드 패드,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228193&cate_c4=0&cmpny_c=EE128&link_prod_c=4778983845&keyword=%EB%A9%94%EB%94%94%ED%9E%90+%EB%A7%88%EB%8D%B0%EC%B9%B4%EC%86%8C%EC%82%AC%EC%9D%B4%EB%93%9C+%ED%8C%A8%EB%93%9C&r=17814218528730&cate=18255391,True,100매
메디힐,패드,20260614T072339Z,,brand_missing,20,37260,144866 MEDIHEAL KBO 콜라보/선수키링 증정 더마 토너 패드 200매 ( 마데카소사이드 /티트리/PDRN),마데카소사이드 흔적 패드,메디힐 마데카소사이드 패드,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228085&cate_c3=228499&cate_c4=0&cmpny_c=EE128&link_prod_c=4778957308&keyword=%EB%A9%94%EB%94%94%ED%9E%90+%EB%A7%88%EB%8D%B0%EC%B9%B4%EC%86%8C%EC%82%AC%EC%9D%B4%EB%93%9C+%ED%8C%A8%EB%93%9C&r=17814218523477&cate=18222863,False,100매
메디힐,패드,20260614T072339Z,,,60,38130,메디힐 마데카소사이드 흔적 패드 100 + 100(리필),마데카소사이드 흔적 패드,메디힐 마데카소사이드 패드,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228193&cate_c4=0&cmpny_c=TH201&link_prod_c=9424742129&keyword=%EB%A9%94%EB%94%94%ED%9E%90+%EB%A7%88%EB%8D%B0%EC%B9%B4%EC%86%8C%EC%82%AC%EC%9D%B4%EB%93%9C+%ED%8C%A8%EB%93%9C&r=17814218523026&cate=18255391,True,100매
니들리,패드,20260614T072339Z,,,90,19550,니들리 데일리 토너 패드 60매,데일리 토너 패드,니들리 데일리 토너 패드,danawa,200,https://prod.danawa.com/info/?pcode=12587132&keyword=%EB%8B%88%EB%93%A4%EB%A6%AC+%EB%8D%B0%EC%9D%BC%EB%A6%AC+%ED%86%A0%EB%84%88+%ED%8C%A8%EB%93%9C&cate=18255391,True,60매
니들리,패드,20260614T072339Z,,,90,19550,니들리 데일리 토너 패드 60매,데일리 토너 패드,니들리 데일리 토너 패드,danawa,200,https://prod.danawa.com/info/?pcode=115724427&keyword=%EB%8B%88%EB%93%A4%EB%A6%AC+%EB%8D%B0%EC%9D%BC%EB%A6%AC+%ED%86%A0%EB%84%88+%ED%8C%A8%EB%93%9C&cate=18255391,True,60매
니들리,패드,20260614T072339Z,,mask_or_pack_variant,90,93330,SSG 수분보충 니들리 데일리 모공 토너 패드 추천 닦토 팩토 60매,데일리 토너 패드,니들리 데일리 토너 패드,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228193&cate_c4=0&cmpny_c=EE309&link_prod_c=LO2700451588&keyword=%EB%8B%88%EB%93%A4%EB%A6%AC+%EB%8D%B0%EC%9D%BC%EB%A6%AC+%ED%86%A0%EB%84%88+%ED%8C%A8%EB%93%9C&r=17814218546703&cate=18255391,False,60매
니들리,패드,20260614T072339Z,,brand_missing,30,31800,144794 NEEDLY 데일리 토너 패드 80매 NONE,데일리 토너 패드,니들리 데일리 토너 패드,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228193&cate_c4=0&cmpny_c=TP40F&link_prod_c=I28661194322&keyword=%EB%8B%88%EB%93%A4%EB%A6%AC+%EB%8D%B0%EC%9D%BC%EB%A6%AC+%ED%86%A0%EB%84%88+%ED%8C%A8%EB%93%9C&r=17814218549986&cate=18255391,False,60매
니들리,패드,20260614T072339Z,,,70,53000,니들리 데일리 토너 패드 80매 (+80매 리필) +리필 80매 1개 80매입,데일리 토너 패드,니들리 데일리 토너 패드,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228193&cate_c4=0&cmpny_c=TP40F&link_prod_c=I28657721544&keyword=%EB%8B%88%EB%93%A4%EB%A6%AC+%EB%8D%B0%EC%9D%BC%EB%A6%AC+%ED%86%A0%EB%84%88+%ED%8C%A8%EB%93%9C&r=17814218542826&cate=18255391,True,60매
니들리,패드,20260614T072339Z,,brand_missing,30,28890,144794 NEEDLY 데일리 토너 패드 80매,데일리 토너 패드,니들리 데일리 토너 패드,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228085&cate_c3=228493&cate_c4=0&cmpny_c=EE715&link_prod_c=F586930005&keyword=%EB%8B%88%EB%93%A4%EB%A6%AC+%EB%8D%B0%EC%9D%BC%EB%A6%AC+%ED%86%A0%EB%84%88+%ED%8C%A8%EB%93%9C&r=17814218542410&cate=18322871,False,60매
니들리,패드,20260614T072339Z,,brand_missing,30,29880,144794 NEEDLY 데일리 토너 패드 80매,데일리 토너 패드,니들리 데일리 토너 패드,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228085&cate_c3=228499&cate_c4=0&cmpny_c=EE128&link_prod_c=4778941293&keyword=%EB%8B%88%EB%93%A4%EB%A6%AC+%EB%8D%B0%EC%9D%BC%EB%A6%AC+%ED%86%A0%EB%84%88+%ED%8C%A8%EB%93%9C&r=17814218549553&cate=18222863,False,60매
니들리,패드,20260614T072339Z,,brand_missing,30,29890,NEEDLY 144794 NEEDLY 데일리 토너 패드 80매,데일리 토너 패드,니들리 데일리 토너 패드,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=72&cate_c2=59670&cate_c3=59686&cate_c4=0&cmpny_c=EE309&link_prod_c=LO2699783966&keyword=%EB%8B%88%EB%93%A4%EB%A6%AC+%EB%8D%B0%EC%9D%BC%EB%A6%AC+%ED%86%A0%EB%84%88+%ED%8C%A8%EB%93%9C&r=17814218549836&cate=10248632,False,60매
마녀공장,클렌징,20260614T072339Z,,,90,15370,마녀 공장 퓨어 클렌징 오일 200ml,퓨어 클렌징 오일,마녀공장 퓨어 클렌징 오일,danawa,200,https://prod.danawa.com/info/?pcode=6147107&keyword=%EB%A7%88%EB%85%80%EA%B3%B5%EC%9E%A5+%ED%93%A8%EC%96%B4+%ED%81%B4%EB%A0%8C%EC%A7%95+%EC%98%A4%EC%9D%BC&cate=18322866,True,200ml
마녀공장,클렌징,20260614T072339Z,,,70,29050,마녀 공장 퓨어 클렌징 오일 400ml,퓨어 클렌징 오일,마녀공장 퓨어 클렌징 오일,danawa,200,https://prod.danawa.com/info/?pcode=11264799&keyword=%EB%A7%88%EB%85%80%EA%B3%B5%EC%9E%A5+%ED%93%A8%EC%96%B4+%ED%81%B4%EB%A0%8C%EC%A7%95+%EC%98%A4%EC%9D%BC&cate=18322864,True,200ml
마녀공장,클렌징,20260614T072339Z,,,70,27020,마녀 공장 퓨어 클렌징 오일 400ml,퓨어 클렌징 오일,마녀공장 퓨어 클렌징 오일,danawa,200,https://prod.danawa.com/info/?pcode=119240089&keyword=%EB%A7%88%EB%85%80%EA%B3%B5%EC%9E%A5+%ED%93%A8%EC%96%B4+%ED%81%B4%EB%A0%8C%EC%A7%95+%EC%98%A4%EC%9D%BC&cate=18322866,True,200ml
마녀공장,클렌징,20260614T072339Z,,,70,23100,마녀 공장 퓨어 클렌징 오일 145ml + 클렌징 폼 100ml 듀오세트,퓨어 클렌징 오일,마녀공장 퓨어 클렌징 오일,danawa,200,https://prod.danawa.com/info/?pcode=122673459&keyword=%EB%A7%88%EB%85%80%EA%B3%B5%EC%9E%A5+%ED%93%A8%EC%96%B4+%ED%81%B4%EB%A0%8C%EC%A7%95+%EC%98%A4%EC%9D%BC&cate=18322866,True,200ml
마녀공장,클렌징,20260614T072339Z,,,70,21130,마녀 공장 블랙헤드 퓨어 클렌징 오일 킬패드 50매,퓨어 클렌징 오일,마녀공장 퓨어 클렌징 오일,danawa,200,https://prod.danawa.com/info/?pcode=122673480&keyword=%EB%A7%88%EB%85%80%EA%B3%B5%EC%9E%A5+%ED%93%A8%EC%96%B4+%ED%81%B4%EB%A0%8C%EC%A7%95+%EC%98%A4%EC%9D%BC&cate=18322871,True,200ml
마녀공장,클렌징,20260614T072339Z,,,90,32000,마녀 공장 퓨어 클렌징 오일 딥 클린 200ml,퓨어 클렌징 오일,마녀공장 퓨어 클렌징 오일,danawa,200,https://prod.danawa.com/info/?pcode=122674285&keyword=%EB%A7%88%EB%85%80%EA%B3%B5%EC%9E%A5+%ED%93%A8%EC%96%B4+%ED%81%B4%EB%A0%8C%EC%A7%95+%EC%98%A4%EC%9D%BC&cate=18322866,True,200ml
마녀공장,클렌징,20260614T072339Z,,,70,8170,마녀 공장 퓨어 클렌징 오일 100ml,퓨어 클렌징 오일,마녀공장 퓨어 클렌징 오일,danawa,200,https://prod.danawa.com/info/?pcode=67465181&keyword=%EB%A7%88%EB%85%80%EA%B3%B5%EC%9E%A5+%ED%93%A8%EC%96%B4+%ED%81%B4%EB%A0%8C%EC%A7%95+%EC%98%A4%EC%9D%BC&cate=18322866,True,200ml
마녀공장,클렌징,20260614T072339Z,,,90,23200,마녀 공장 퓨어 클렌징 오일 딥클린 200ml,퓨어 클렌징 오일,마녀공장 퓨어 클렌징 오일,danawa,200,https://prod.danawa.com/info/?pcode=30705413&keyword=%EB%A7%88%EB%85%80%EA%B3%B5%EC%9E%A5+%ED%93%A8%EC%96%B4+%ED%81%B4%EB%A0%8C%EC%A7%95+%EC%98%A4%EC%9D%BC&cate=18322866,True,200ml
바이오더마,클렌징워터,20260614T072339Z,,,80,13570,바이오더마 센시비오 H2O 클렌징 워터 500ml,센시비오 H2O,바이오더마 센시비오 H2O,danawa,200,https://prod.danawa.com/info/?pcode=3090485&keyword=%EB%B0%94%EC%9D%B4%EC%98%A4%EB%8D%94%EB%A7%88+%EC%84%BC%EC%8B%9C%EB%B9%84%EC%98%A4+H2O&cate=18322872,True,500ml
바이오더마,클렌징워터,20260614T072339Z,,,80,40050,바이오더마 센시비오 클렌징 H2O 500ml x 2p + 100ml 1세트,센시비오 H2O,바이오더마 센시비오 H2O,danawa,200,https://prod.danawa.com/info/?pcode=30701438&keyword=%EB%B0%94%EC%9D%B4%EC%98%A4%EB%8D%94%EB%A7%88+%EC%84%BC%EC%8B%9C%EB%B9%84%EC%98%A4+H2O&cate=18322872,True,500ml
바이오더마,클렌징워터,20260614T072339Z,,,60,5428,바이오더마 센시비오 H2O 클렌징 워터 100ml,센시비오 H2O,바이오더마 센시비오 H2O,danawa,200,https://prod.danawa.com/info/?pcode=57241754&keyword=%EB%B0%94%EC%9D%B4%EC%98%A4%EB%8D%94%EB%A7%88+%EC%84%BC%EC%8B%9C%EB%B9%84%EC%98%A4+H2O&cate=18322872,True,500ml
바이오더마,클렌징워터,20260614T072339Z,,,60,79700,바이오더마 센시비오 H2O 클렌징 워터 850ml,센시비오 H2O,바이오더마 센시비오 H2O,danawa,200,https://prod.danawa.com/info/?pcode=103264316&keyword=%EB%B0%94%EC%9D%B4%EC%98%A4%EB%8D%94%EB%A7%88+%EC%84%BC%EC%8B%9C%EB%B9%84%EC%98%A4+H2O&cate=18322872,True,500ml
바이오더마,클렌징워터,20260614T072339Z,,,80,20150,바이오더마 센시비오 H2O 클렌징 워터 펌프형 500ml,센시비오 H2O,바이오더마 센시비오 H2O,danawa,200,https://prod.danawa.com/info/?pcode=32915834&keyword=%EB%B0%94%EC%9D%B4%EC%98%A4%EB%8D%94%EB%A7%88+%EC%84%BC%EC%8B%9C%EB%B9%84%EC%98%A4+H2O&cate=18322872,True,500ml
바이오더마,클렌징워터,20260614T072339Z,,,60,35860,바이오더마 센시비오 H2O 클렌징워터 100ml,센시비오 H2O,바이오더마 센시비오 H2O,danawa,200,https://prod.danawa.com/info/?pcode=10548135&keyword=%EB%B0%94%EC%9D%B4%EC%98%A4%EB%8D%94%EB%A7%88+%EC%84%BC%EC%8B%9C%EB%B9%84%EC%98%A4+H2O&cate=18322864,True,500ml
바이오더마,클렌징워터,20260614T072339Z,,,60,11780,바이오더마 센시비오 H2O AR 250ml,센시비오 H2O,바이오더마 센시비오 H2O,danawa,200,https://prod.danawa.com/info/?pcode=40786028&keyword=%EB%B0%94%EC%9D%B4%EC%98%A4%EB%8D%94%EB%A7%88+%EC%84%BC%EC%8B%9C%EB%B9%84%EC%98%A4+H2O&cate=18322872,True,500ml
바이오더마,클렌징워터,20260614T072339Z,,,60,12000,바이오더마 센시비오 H2O eye 립 아이 리무버 125ml,센시비오 H2O,바이오더마 센시비오 H2O,danawa,200,https://prod.danawa.com/info/?pcode=30700298&keyword=%EB%B0%94%EC%9D%B4%EC%98%A4%EB%8D%94%EB%A7%88+%EC%84%BC%EC%8B%9C%EB%B9%84%EC%98%A4+H2O&cate=18322864,True,500ml
이니스프리,앰플,20260614T072339Z,,,70,26230,이니스프리 레티놀 시카 흔적 앰플 50ml,레티놀 시카 흔적 앰플,이니스프리 레티놀 시카 앰플,danawa,200,https://prod.danawa.com/info/?pcode=19173959&keyword=%EC%9D%B4%EB%8B%88%EC%8A%A4%ED%94%84%EB%A6%AC+%EB%A0%88%ED%8B%B0%EB%86%80+%EC%8B%9C%EC%B9%B4+%EC%95%B0%ED%94%8C&cate=18255393,True,30ml
이니스프리,앰플,20260614T072339Z,,,90,20250,이니스프리 레티놀 시카 흔적 앰플 30ml,레티놀 시카 흔적 앰플,이니스프리 레티놀 시카 앰플,danawa,200,https://prod.danawa.com/info/?pcode=28468094&keyword=%EC%9D%B4%EB%8B%88%EC%8A%A4%ED%94%84%EB%A6%AC+%EB%A0%88%ED%8B%B0%EB%86%80+%EC%8B%9C%EC%B9%B4+%EC%95%B0%ED%94%8C&cate=18255393,True,30ml
이니스프리,앰플,20260614T072339Z,,mask_or_pack_variant,70,1490,이니스프리 레티놀 시카 흔적 앰플 겔 마스크,레티놀 시카 흔적 앰플,이니스프리 레티놀 시카 앰플,danawa,200,https://prod.danawa.com/info/?pcode=99978068&keyword=%EC%9D%B4%EB%8B%88%EC%8A%A4%ED%94%84%EB%A6%AC+%EB%A0%88%ED%8B%B0%EB%86%80+%EC%8B%9C%EC%B9%B4+%EC%95%B0%ED%94%8C&cate=1833746,False,30ml
이니스프리,앰플,20260614T072339Z,,,70,32900,이니스프리 레티놀 시카 리페어 앰플 80ml,레티놀 시카 흔적 앰플,이니스프리 레티놀 시카 앰플,danawa,200,https://prod.danawa.com/info/?pcode=99978341&keyword=%EC%9D%B4%EB%8B%88%EC%8A%A4%ED%94%84%EB%A6%AC+%EB%A0%88%ED%8B%B0%EB%86%80+%EC%8B%9C%EC%B9%B4+%EC%95%B0%ED%94%8C&cate=18255393,True,30ml
이니스프리,앰플,20260614T072339Z,,,90,32480,이니스프리 레티놀 시카 리페어 앰플 (구) 30ml,레티놀 시카 흔적 앰플,이니스프리 레티놀 시카 앰플,danawa,200,https://prod.danawa.com/info/?pcode=41324429&keyword=%EC%9D%B4%EB%8B%88%EC%8A%A4%ED%94%84%EB%A6%AC+%EB%A0%88%ED%8B%B0%EB%86%80+%EC%8B%9C%EC%B9%B4+%EC%95%B0%ED%94%8C&cate=18255393,True,30ml
이니스프리,앰플,20260614T072339Z,,,70,22300,이니스프리 레티놀 시카 앰플 포커싱 패치 9매,레티놀 시카 흔적 앰플,이니스프리 레티놀 시카 앰플,danawa,200,https://prod.danawa.com/info/?pcode=89517977&keyword=%EC%9D%B4%EB%8B%88%EC%8A%A4%ED%94%84%EB%A6%AC+%EB%A0%88%ED%8B%B0%EB%86%80+%EC%8B%9C%EC%B9%B4+%EC%95%B0%ED%94%8C&cate=1833746,True,30ml
이니스프리,앰플,20260614T072339Z,,,70,36810,이니스프리 레티놀 시카 리페어 앰플 50ml,레티놀 시카 흔적 앰플,이니스프리 레티놀 시카 앰플,danawa,200,https://prod.danawa.com/info/?pcode=40779230&keyword=%EC%9D%B4%EB%8B%88%EC%8A%A4%ED%94%84%EB%A6%AC+%EB%A0%88%ED%8B%B0%EB%86%80+%EC%8B%9C%EC%B9%B4+%EC%95%B0%ED%94%8C&cate=18255393,True,30ml
이니스프리,앰플,20260614T072339Z,,brand_missing,30,49870,145296 INNISFREE 사은품 증정 (대용량) 레티놀 시카 흔적 앰플 50mL + 10mL 2개,레티놀 시카 흔적 앰플,이니스프리 레티놀 시카 앰플,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE128&link_prod_c=4779765829&keyword=%EC%9D%B4%EB%8B%88%EC%8A%A4%ED%94%84%EB%A6%AC+%EB%A0%88%ED%8B%B0%EB%86%80+%EC%8B%9C%EC%B9%B4+%EC%95%B0%ED%94%8C&r=17814218605766&cate=18255393,False,30ml
셀리맥스,앰플,20260614T072339Z,,,60,8790,셀리맥스 더 리얼 노니 에너지 앰플 미스트 50ml,노니 앰플,셀리맥스 노니 앰플,danawa,200,https://prod.danawa.com/info/?pcode=10320222&keyword=%EC%85%80%EB%A6%AC%EB%A7%A5%EC%8A%A4+%EB%85%B8%EB%8B%88+%EC%95%B0%ED%94%8C&cate=1833204,True,30ml
셀리맥스,앰플,20260614T072339Z,,,80,14900,셀리맥스 더 리얼 노니 에너지 앰플 30ml,노니 앰플,셀리맥스 노니 앰플,danawa,200,https://prod.danawa.com/info/?pcode=64167779&keyword=%EC%85%80%EB%A6%AC%EB%A7%A5%EC%8A%A4+%EB%85%B8%EB%8B%88+%EC%95%B0%ED%94%8C&cate=18255393,True,30ml
셀리맥스,앰플,20260614T072339Z,,mask_or_pack_variant,60,15000,셀리맥스 노니 앰플 마스크,노니 앰플,셀리맥스 노니 앰플,danawa,200,https://prod.danawa.com/info/?pcode=96824249&keyword=%EC%85%80%EB%A6%AC%EB%A7%A5%EC%8A%A4+%EB%85%B8%EB%8B%88+%EC%95%B0%ED%94%8C&cate=1833746,False,30ml
셀리맥스,앰플,20260614T072339Z,,mask_or_pack_variant,60,15000,셀리맥스 더 리얼 노니 에너지 앰플 마스크,노니 앰플,셀리맥스 노니 앰플,danawa,200,https://prod.danawa.com/info/?pcode=10208487&keyword=%EC%85%80%EB%A6%AC%EB%A7%A5%EC%8A%A4+%EB%85%B8%EB%8B%88+%EC%95%B0%ED%94%8C&cate=1823021,False,30ml
셀리맥스,앰플,20260614T072339Z,,,80,13790,셀리맥스 노니 에너지 앰플 30ml,노니 앰플,셀리맥스 노니 앰플,danawa,200,https://prod.danawa.com/info/?pcode=40780628&keyword=%EC%85%80%EB%A6%AC%EB%A7%A5%EC%8A%A4+%EB%85%B8%EB%8B%88+%EC%95%B0%ED%94%8C&cate=18255393,True,30ml
셀리맥스,앰플,20260614T072339Z,,mask_or_pack_variant,40,53970,145310 CELIMAX + 노니 마스크 1매 증정 노니 에너지 앰플 30ml2개,노니 앰플,셀리맥스 노니 앰플,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE128&link_prod_c=4779764756&keyword=%EC%85%80%EB%A6%AC%EB%A7%A5%EC%8A%A4+%EB%85%B8%EB%8B%88+%EC%95%B0%ED%94%8C&r=17814218623818&cate=18255393,False,30ml
셀리맥스,앰플,20260614T072339Z,,mask_or_pack_variant,40,51600,145310 CELIMAX + 노니 마스크 1매 증정 노니 에너지 앰플 30ml2개,노니 앰플,셀리맥스 노니 앰플,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE715&link_prod_c=F587836650&keyword=%EC%85%80%EB%A6%AC%EB%A7%A5%EC%8A%A4+%EB%85%B8%EB%8B%88+%EC%95%B0%ED%94%8C&r=17814218629737&cate=18255393,False,30ml
셀리맥스,앰플,20260614T072339Z,,mask_or_pack_variant,40,52780,CELIMAX 145310 CELIMAX [+ 노니 마스크 1매 증정] 노니 에너지 앰플 30ml*2개,노니 앰플,셀리맥스 노니 앰플,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE309&link_prod_c=LO2700656967&keyword=%EC%85%80%EB%A6%AC%EB%A7%A5%EC%8A%A4+%EB%85%B8%EB%8B%88+%EC%95%B0%ED%94%8C&r=17814218622216&cate=18255393,False,30ml
